Geo_FIPS	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_PUMA5	Geo_PUMA1	Geo_GEOID	Geo_BTTR	Geo_BTBG	Geo_AREALAND	Geo_AREAWATR	SE_T001_001	SE_T002_001	SE_T002_002	SE_T002_003	SE_T003_001	SE_T003_002	SE_T003_003	PCT_SE_T003_002	PCT_SE_T003_003	SE_T007_001	SE_T007_002	SE_T007_003	SE_T007_004	SE_T007_005	SE_T007_006	SE_T007_007	SE_T007_008	SE_T007_009	SE_T007_010	SE_T007_011	SE_T007_012	SE_T007_013	PCT_SE_T007_002	PCT_SE_T007_003	PCT_SE_T007_004	PCT_SE_T007_005	PCT_SE_T007_006	PCT_SE_T007_007	PCT_SE_T007_008	PCT_SE_T007_009	PCT_SE_T007_010	PCT_SE_T007_011	PCT_SE_T007_012	PCT_SE_T007_013	SE_T021_001	SE_T036_001	SE_T036_002	SE_T036_003	PCT_SE_T036_002	PCT_SE_T036_003	SE_T083_001
"01021"	"Chilton County, Alabama"	"Chilton County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000023"	""	""	""	""	"01"	"021"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01021"	""	""	"1794482896"	"20586310"	43817	43817	63.24134	692.853767662244	700.8022	692.8538	7.948419	98.87	1.13	43817	2867	2919	3018	1786	3492	5829	5879	5662	5683	4011	2095	576	6.54	6.66	6.89	4.08	7.97	13.3	13.42	12.92	12.97	9.15	4.78	1.31	2.61	19162	15	19147	0.08	99.92	22045
"01023"	"Choctaw County, Alabama"	"Choctaw County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000024"	""	""	""	""	"01"	"023"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01023"	""	""	"2365955057"	"19059247"	13287	13287	14.54515	913.500399229649	920.8592	913.5004	7.358817	99.2	0.8	13287	648	678	900	534	1079	1286	1509	1929	1967	1602	861	294	4.88	5.1	6.77	4.02	8.12	9.68	11.36	14.52	14.8	12.06	6.48	2.21	2.36	4933	0	4933	0	100	20773
"01025"	"Clarke County, Alabama"	"Clarke County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000025"	""	""	""	""	"01"	"025"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01025"	""	""	"3207609336"	"36542657"	24847	24847	20.06274	1238.46494423912	1252.574	1238.465	14.1092	98.87	1.13	24847	1359	1467	1672	1120	2207	2640	3005	3536	3353	2547	1399	542	5.47	5.9	6.73	4.51	8.88	10.63	12.09	14.23	13.49	10.25	5.63	2.18	2.56	9851	11	9840	0.11	99.89	20543
"01027"	"Clay County, Alabama"	"Clay County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000026"	""	""	""	""	"01"	"027"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01027"	""	""	"1564252455"	"5284573"	13483	13483	22.32428	603.96126005217	606.0016	603.9612	2.040385	99.66	0.34	13483	679	787	885	563	1123	1263	1707	1929	1931	1497	838	281	5.04	5.84	6.56	4.18	8.33	9.37	12.66	14.31	14.32	11.1	6.22	2.08	2.47	5863	7	5856	0.12	99.88	21115
"01029"	"Cleburne County, Alabama"	"Cleburne County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000027"	""	""	""	""	"01"	"029"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01029"	""	""	"1450663941"	"2354898"	14991	14991	26.76465	560.104500870274	561.0137	560.1045	0.9092312	99.84	0.16	14991	911	980	1057	570	1107	1608	1955	2113	1967	1615	795	313	6.08	6.54	7.05	3.8	7.38	10.73	13.04	14.1	13.12	10.77	5.3	2.09	2.54	6305	32	6273	0.51	99.49	19791
"01031"	"Coffee County, Alabama"	"Coffee County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000028"	""	""	""	""	"01"	"031"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01031"	""	""	"1758565487"	"3907876"	50991	50991	75.09875	678.985965958143	680.4948	678.986	1.508839	99.78	0.22	50991	3168	3305	3472	2177	4255	6419	6875	6952	6320	4583	2666	799	6.21	6.48	6.81	4.27	8.34	12.59	13.48	13.63	12.39	8.99	5.23	1.57	2.6	24037	1274	22763	5.3	94.7	25325
"01033"	"Colbert County, Alabama"	"Colbert County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000029"	""	""	""	""	"01"	"033"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01033"	""	""	"1534878514"	"80030048"	54377	54377	91.75696	592.619913296896	623.5197	592.6199	30.89978	95.04	4.96	54377	3083	3285	3250	2117	4371	6459	6572	7508	7698	5726	3209	1099	5.67	6.04	5.98	3.89	8.04	11.88	12.09	13.81	14.16	10.53	5.9	2.02	2.44	23874	23	23851	0.1	99.9	23318
"01035"	"Conecuh County, Alabama"	"Conecuh County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000030"	""	""	""	""	"01"	"035"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01035"	""	""	"2201896058"	"6643480"	12697	12697	14.93489	850.156809992942	852.7219	850.1568	2.565062	99.7	0.3	12697	783	919	635	483	1069	1254	1380	1705	1896	1553	754	266	6.17	7.24	5	3.8	8.42	9.88	10.87	13.43	14.93	12.23	5.94	2.09	2.48	4768	0	4768	0	100	16004
"01037"	"Coosa County, Alabama"	"Coosa County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000031"	""	""	""	""	"01"	"037"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01037"	""	""	"1685891528"	"39946563"	10864	10864	16.69006	650.926407381038	666.3499	650.9264	15.42346	97.69	2.31	10864	487	492	620	393	965	975	1522	1524	1858	1244	540	244	4.48	4.53	5.71	3.62	8.88	8.97	14.01	14.03	17.1	11.45	4.97	2.25	2.5	4286	0	4286	0	100	18080
"01039"	"Covington County, Alabama"	"Covington County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000032"	""	""	""	""	"01"	"039"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01039"	""	""	"2668869460"	"34526774"	37729	37729	36.61388	1030.45627083986	1043.787	1030.456	13.33086	98.72	1.28	37729	2196	2268	2401	1453	2919	4234	4266	5081	5298	4150	2606	857	5.82	6.01	6.36	3.85	7.74	11.22	11.31	13.47	14.04	11	6.91	2.27	2.45	16188	24	16164	0.15	99.85	21738
"01041"	"Crenshaw County, Alabama"	"Crenshaw County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000033"	""	""	""	""	"01"	"041"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01041"	""	""	"1576887783"	"5376390"	13896	13896	22.82374	608.839812385231	610.9156	608.8398	2.075836	99.66	0.34	13896	828	892	907	551	1167	1487	1731	1943	1957	1435	700	298	5.96	6.42	6.53	3.97	8.4	10.7	12.46	13.98	14.08	10.33	5.04	2.14	2.53	6173	28	6145	0.45	99.55	20455
"01043"	"Cullman County, Alabama"	"Cullman County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000034"	""	""	""	""	"01"	"043"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01043"	""	""	"1903376541"	"52118974"	81316	81316	110.6494	734.89781110955	755.0211	734.8978	20.12325	97.33	2.67	81316	4902	4641	5608	3128	6714	9752	10077	11264	10795	8638	4463	1334	6.03	5.71	6.9	3.85	8.26	11.99	12.39	13.85	13.28	10.62	5.49	1.64	2.58	34362	49	34313	0.14	99.86	21041
"01045"	"Dale County, Alabama"	"Dale County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000035"	""	""	""	""	"01"	"045"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01045"	""	""	"1453310172"	"4016457"	49607	49607	88.40614	561.126232245092	562.677	561.1262	1.550763	99.72	0.28	49607	3267	2854	3594	2013	4516	7164	6042	6325	6178	4443	2399	812	6.59	5.75	7.24	4.06	9.1	14.44	12.18	12.75	12.45	8.96	4.84	1.64	2.58	22934	2294	20640	10	90	22834
"01047"	"Dallas County, Alabama"	"Dallas County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000036"	""	""	""	""	"01"	"047"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01047"	""	""	"2534807219"	"39134809"	41426	41426	42.32781	978.694610168078	993.8046	978.6946	15.11003	98.48	1.52	41426	2643	3065	2813	1913	3954	4819	4546	5411	5768	3838	2105	551	6.38	7.4	6.79	4.62	9.54	11.63	10.97	13.06	13.92	9.26	5.08	1.33	2.54	16927	31	16896	0.18	99.82	17611
"01049"	"DeKalb County, Alabama"	"DeKalb County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000037"	""	""	""	""	"01"	"049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01049"	""	""	"2012664315"	"4121538"	70937	70937	91.28496	777.094071478323	778.6854	777.0941	1.591335	99.8	0.2	70937	4339	4951	5203	3057	5947	8534	9349	9490	9049	6636	3418	964	6.12	6.98	7.33	4.31	8.38	12.03	13.18	13.38	12.76	9.35	4.82	1.36	2.82	29881	7	29874	0.02	99.98	18685
"01051"	"Elmore County, Alabama"	"Elmore County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000038"	""	""	""	""	"01"	"051"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01051"	""	""	"1601876534"	"99850740"	80957	80957	130.895	618.487992994562	657.0406	618.488	38.55259	94.13	5.87	80957	4766	5292	5215	3280	7454	10867	11296	11494	10050	6969	3050	1224	5.89	6.54	6.44	4.05	9.21	13.42	13.95	14.2	12.41	8.61	3.77	1.51	2.64	36430	381	36049	1.05	98.95	24771
"01053"	"Escambia County, Alabama"	"Escambia County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000039"	""	""	""	""	"01"	"053"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01053"	""	""	"2447747107"	"20872955"	37875	37875	40.07595	945.080468326494	953.1396	945.0804	8.059093	99.15	0.85	37875	2258	2445	2323	1405	3682	4466	4862	5345	4780	3623	1955	731	5.96	6.46	6.13	3.71	9.72	11.79	12.84	14.11	12.62	9.57	5.16	1.93	2.61	14130	0	14130	0	100	17420
"01055"	"Etowah County, Alabama"	"Etowah County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000040"	""	""	""	""	"01"	"055"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01055"	""	""	"1386379575"	"34562865"	103363	103363	193.0993	535.284148034663	548.629	535.2841	13.3448	97.57	2.43	103363	5750	6054	6709	4244	8910	11838	13464	14259	14188	10558	5237	2152	5.56	5.86	6.49	4.11	8.62	11.45	13.03	13.8	13.73	10.21	5.07	2.08	2.58	45399	22	45377	0.05	99.95	21287
"01057"	"Fayette County, Alabama"	"Fayette County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000041"	""	""	""	""	"01"	"057"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01057"	""	""	"1625693285"	"4330881"	16783	16783	26.73799	627.683723631152	629.3559	627.6837	1.672163	99.73	0.27	16783	927	905	1007	768	1370	1797	2003	2313	2412	1946	999	336	5.52	5.39	6	4.58	8.16	10.71	11.93	13.78	14.37	11.6	5.95	2	2.4	6827	12	6815	0.18	99.82	20201
"01059"	"Franklin County, Alabama"	"Franklin County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000042"	""	""	""	""	"01"	"059"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01059"	""	""	"1641578183"	"32907210"	31573	31573	49.81407	633.816928881524	646.5225	633.817	12.70555	98.03	1.97	31573	2101	2122	2180	1272	2970	3742	4131	4210	3782	2992	1586	485	6.65	6.72	6.9	4.03	9.41	11.85	13.08	13.33	11.98	9.48	5.02	1.54	2.67	13622	1	13621	0.01	99.99	18193
"01061"	"Geneva County, Alabama"	"Geneva County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000043"	""	""	""	""	"01"	"061"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01061"	""	""	"1487710770"	"11765077"	26765	26765	46.59577	574.408344749088	578.9509	574.4083	4.542522	99.22	0.78	26765	1489	1612	1814	1018	2027	3087	3312	3599	3735	2907	1736	429	5.56	6.02	6.78	3.8	7.57	11.53	12.37	13.45	13.95	10.86	6.49	1.6	2.49	11510	119	11391	1.03	98.97	20189
"01063"	"Greene County, Alabama"	"Greene County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000044"	""	""	""	""	"01"	"063"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01063"	""	""	"1675993711"	"33244743"	8587	8587	13.26987	647.104823651693	659.9407	647.1048	12.83587	98.05	1.95	8587	518	497	599	376	632	1101	824	1090	1404	846	518	182	6.03	5.79	6.98	4.38	7.36	12.82	9.6	12.69	16.35	9.85	6.03	2.12	2.75	2870	0	2870	0	100	13679
"01065"	"Hale County, Alabama"	"Hale County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000045"	""	""	""	""	"01"	"065"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01065"	""	""	"1667804584"	"32525874"	15159	15159	23.5409	643.942961897893	656.5013	643.9429	12.55831	98.09	1.91	15159	952	800	1118	695	1365	1649	1616	2128	2159	1535	842	300	6.28	5.28	7.38	4.58	9	10.88	10.66	14.04	14.24	10.13	5.55	1.98	2.51	5730	0	5730	0	100	19296
"01067"	"Henry County, Alabama"	"Henry County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000046"	""	""	""	""	"01"	"067"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01067"	""	""	"1454926615"	"16986823"	17187	17187	30.59544	561.750321623112	568.309	561.7503	6.55865	98.85	1.15	17187	910	921	1148	653	1334	1677	2206	2219	2573	2129	954	463	5.29	5.36	6.68	3.8	7.76	9.76	12.84	12.91	14.97	12.39	5.55	2.69	2.48	7623	0	7623	0	100	22825
"01069"	"Houston County, Alabama"	"Houston County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000047"	""	""	""	""	"01"	"069"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01069"	""	""	"1501846955"	"4691549"	103891	103891	179.1637	579.866359226375	581.6778	579.8663	1.811417	99.69	0.31	103891	6459	6718	7275	4260	8406	13478	13152	14024	13446	9621	5245	1807	6.22	6.47	7	4.1	8.09	12.97	12.66	13.5	12.94	9.26	5.05	1.74	2.61	47835	185	47650	0.39	99.61	24086
"01071"	"Jackson County, Alabama"	"Jackson County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000048"	""	""	""	""	"01"	"071"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01071"	""	""	"2791663803"	"126657151"	52608	52608	48.80748	1077.86749282236	1126.77	1077.868	48.9026	95.66	4.34	52608	2635	3369	3287	2144	4054	5680	6713	7406	7613	5927	2841	939	5.01	6.4	6.25	4.08	7.71	10.8	12.76	14.08	14.47	11.27	5.4	1.78	2.6	22945	5	22940	0.02	99.98	20487
"01073"	"Jefferson County, Alabama"	"Jefferson County, Alabama"	"al"	"050"	"00"	"ACSSF"	"0000049"	""	""	""	""	"01"	"073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"05000US01073"	""	""	"2878224117"	"32446239"	659096	659096	593.0917	1111.28859593172	1123.816	1111.289	12.52756	98.89	1.11	659096	43079	43081	41228	25090	60521	94797	83494	86517	86972	52556	28935	12826	6.54	6.54	6.26	3.81	9.18	14.38	12.67	13.13	13.2	7.97	4.39	1.95	2.46	324499	397	324102	0.12	99.88	28162
